cid,MP
460612,"['351 °F (decomposes) (NTP, 1992)', '180', '182-183 °C (decomp)', 'MP: 180 °C', 'Tiny needles from methanol, MP: 180-181 °C /Melphalan DL-form/', '182.5 °C']"
5943,"['-9 °F (NTP, 1992)', '-22.2 °C', '28.6 °C', '-23 °C', '-9 °F', '-9 °F']"
31957,['15-18 °C /technical grade/']
12217,['-73.1 °C']
359,['218.5 °C']
8160,"['-82.3 °F (USCG, 1999)', 'Freezing point: -63.5 °C', '-64 °C', '-82 °F', '-82 °F']"
86398,['199.8 °C']
444972,"['572 to 576 °F (NTP, 1992)', '287 dec °C', '286-302 °C (closed capillary, rapid heating)', '287 °C decomposes', '549 °C']"
9775,['-56.6 °C']
7042,"['138 °C', '141 °C']"
14716,['-30 °C']
3261,"['228-229', '228.5 °C']"
7949,"['49.6 °F (NTP, 1992)', '9.8 °C', '9.8 °C']"
7902,"['-74 °F (NTP, 1992)', '-65 °C', '-59 °C', '-59 °C']"
674,"['-135 °F (NTP, 1992)', '-93 °C', 'Deliquescent leaflets; mp: 171 °C; very soluble in water; soluble in alcohol, chloroform; practically insoluble in ether /Dimethylamine hydrochloride/', '-92.2 °C', '-92.2 °C', '-134 °F', '-134 °F']"
5368008,['37 °C ((E)- isomer); ((Z)- isomer is an oil at room temperature)']
5641,"['118 to 122 °F (NTP, 1992)', '49 °C', '49 °C', '48.5 - 50 °C', '49 °C']"
7013,"['144 °F (NTP, 1992)', '61 °C', '62-63 °C']"
31284,"['19 °C', '18.5 °C']"
5284570,"['Decomposes at 305ºC', '266-267 °C', 'Fine white or practically white crystalline powder. Odoress. MP: 305-315 °C with decomposition (evacuated tube); specific optical rotation: -133 deg at 25 °C/D (c = 1 in water). Soluble in 3 parts water; sparingly soluble in alcohol; practically insoluble in ether. /Hydromorphone hydrochloride/', '266 - 267 °C']"
8697,"['-117 °F (NTP, 1992)', '-59.00 °C. @ 760.00 mm Hg', '-59 °C', '-117 °F']"
3306,['208-209']
15684,['55-58 ºC']
135398744,"['189-190 °C', '187-189 °C']"
31269,"['437 °F (decomposes) (NTP, 1992)']"
11571,"['154 °F (NTP, 1992)', '68 °C', '68 °C']"
7564,"['163 to 167 °F (NTP, 1992)', '75 °C', '75 °C']"
978,"['370 to 372 °F (NTP, 1992)', '188.5 °C', '188.5 °C', '188.5 °C']"
6361,"['-178.9 °F (NTP, 1992)', '-117.2 °C']"
3308,"['146.5 °C', '145 - 148 °C']"
31271,"['7.49 °C (280.65 K)', '9.5 - 9.8 °C']"
5215,['255.5 dec °C']
31352,['212-220 °C']
936,"['264 to 268 °F (NTP, 1992)', '130 °C', '128.8 °C', '130 °C', '127-131 °C']"
31239,['80 °C']
54841,['161-165 ºC']
7248,"['124 °F (NTP, 1992)', '51 °C', '51 °C']"
7814,"['284 °F (NTP, 1992)', '145-147 °C', '139-147 °C', '295 °F', '295 °F']"
86102,['105 °C']
6649,"['150-160 °C (decomposes)', '302-320 °F']"
4099,"['150.5 °C', '150.5 °C']"
7618,"['70.9 °F (NTP, 1992)', '21.6', '21.5 °C', 'Crystals from ethanol; mp: 177 °C /Triethanolamine hydrochloride/', '20.5 °C', '21.6 °C', '70.9 °F']"
7695,['84 °C']
178,"['180.1 °F (NTP, 1992)', '81 °C', '81.16 °C', '82 - 83 °C', '81 °C', '180.1 °F']"
280,"['-109.3 °F (USCG, 1999)', '-109 °F (Sublimes) (NIOSH, 2023)', '-109 °F (Sublimes) (NIOSH, 2023)', '-56.558 °C (triple point)', '-56.5 °C', '-109 °F (sublimes)', '-109 °F (Sublimes)']"
31423,"['313 °F (EPA, 1998)', '150.62 °C', '151.2 °C', '151 °C', '313 °F']"
4831,['253 - 255 °C']
9260,['22 °C']
54680085,"['392 to 410 °F (EPA, 1998)', '198.3-199.8 °C (approximately 100% purity)']"
8496,"['653 °F (USCG, 1999)', '347 °C', 'Triple point temperature and pressure = 619.15 K (estimated to be equal to the melting point), 2.8020X10+3 Pa', 'Melting point = 619.15 K (determined in sealed tube)', '345-348 °C']"
190,"['360 dec °C', '360 °C']"
3000322,"['387 °F (decomposes) (NTP, 1992)', '59 °C', 'White powder; mp: about 80 °C; specific rotation: -14 deg at 20 °C/D (water) /N-oxide/']"
24293,['646 °C']
560256,['110 °C']
8128,"['36.1 °F (EPA, 1998)', '1-3 °C', '1 °C', '34 °F', '34 °F']"
127151,"['170-171 °C (Mesylate salt)', '170-171 °C']"
9564,['144-145 °C']
66752,"['-22 °F (USCG, 1999)']"
676454,"['298.4 °F (EPA, 1998)', '154 °C']"
4763,"['345 to 352 °F (NTP, 1992)', '174 °C', '174 °C', '174 °C']"
4133,"['16.5 °F (NTP, 1992)', '-8.6', '-8.6 °C', '-8.6 °C', '-8 °C']"
6923,"['-6.8 °C', '-6.8 °C']"
8456,"['118 to 131 °F (NTP, 1992)']"
39186,"['187-188', '212 °C (decomposes)', '231 °C']"
13076,['182.4 °C']
6590,"['-51 °F (USCG, 1999)', '-46 °C', '-47 °C', '-46 °C', '-47 °C']"
10518,"['174', '174 °C']"
11722,"['129 °F (NTP, 1992)', '52-54 °C']"
3878,"['177-181', '216-218 °C (uncorr)', '216 - 218 °C (uncorr.)']"
1775,"['563 to 568 °F (NTP, 1992)', '295 °C', '295-298 °C', '286 °C']"
12591,['69.4 °C']
13583,"['28.3 °C', '28 °C']"
11011,"['-44 °F (NTP, 1992)', '-42 °C']"
5959,"['171', '150.5-151.5 °C', 'MP: 149-153 °C', '150.5 °C']"
6702,"['401 °F (NTP, 1992)', '205.5 °C', 'UV: 1371 (Absorption Spectra in the UV and Visible Regions, Academic Press, New York); MP: 181 °C /1-Amino-4-methylanthraquinone/']"
6581,"['55 °F (NTP, 1992)', '13.5 °C', '13.56 °C', '13 °C', '14 °C', '55 °F', '55 °F']"
4168,"['171-173', '146.5-148 °C', '147.25 °C']"
54892,"['120-130 °C', '120 - 130 °C']"
47528,['92-93']
23661960,"['for benzoic acidMelting range of benzoic acid isolated by acidification and not recrystallised 121,5 °C to 123,5 °C, after vacuum drying in a sulphuric acid desiccator']"
2662,"['157-159', '157-159 °C', '101.7 - 103.9 °C']"
6946,"['160.7 °F (NTP, 1992)', '71.0 °C', 'Heat of fusion at melting point = 16.1 kJ/mol', '71 °C']"
7965,"['0.1 °F (EPA, 1998)', '-17.7 °C', '-18 °C', '-17.7 °C', '0.1 °F', '0 °F']"
6998,"['19.4 °F (USCG, 1999)', '-7 °C', '0.7 °C']"
6580,"['119-120 °C', '120 °C']"
7217,['-10 °C']
6432,"['-147.6 °C', '-147.6 °C', '-147.6 °C']"
40973,"['109-110ºC', '109-110 °C', '109.5 °C']"
5479,"['127-128 °C', '127-128 °C', '127 - 128 °C']"
441074,"['331 to 336 °F (NTP, 1992)', '174 °C', '174-175 °C after drying of solvated crystals', 'Prisms from dilute alcohol; loses one-half water in air; MP: about 168 °C /Hemipentahydrate/', 'Crystals from water; mp: 248 °C (dry); readily soluble in hot water, alcohol. /Quinidine methiodide monohydrate/', '174 °C']"
62374,['21 °C']
7362,"['-33.7 °F (NTP, 1992)', '-38.1 °C', '-37 °C', '-36.5 °C', '-34 °F', '-34 °F']"
4946,"['96 °C', '96 °C']"
12442,"['208 °F (NTP, 1992)']"
28697,"['131 to 133 °F (NTP, 1992)']"
7764,['-22.5 °C']
6392,"['-294 °F (USCG, 1999)', '-181 °C', '-181 °C']"
4913,"['165-169 °C', '165 - 169 °C']"
17142,"['203 to 208 °F (NTP, 1992)', '95 °C', 'MP: 203 to 208 °F', 'Crystals from methanol. MP: 103-104.5 °C. Also reported as crystals from frational crystalization from methanol. MP: 95-103 °C. Enthalpy of fusion: 77.0 J/g /alpha-thioglycidyl isocyanurate/', '95 °C', '203-208 °F']"
11419,"['-6.8 °F (USCG, 1999)', '-14 °C', '6.8 °F', '7 °F']"
8165,"['-13 °F (USCG, 1999)', '-25 °C', '-13 °F']"
2581,"['195-199', '197.5 °C']"
1483,"['203 to 205 °F (NTP, 1992)', '95.5 °C', '94-96 °C', '87 - 89 °C', '95.5 °C']"
10900,"['-71 °F (NTP, 1992)', '-57 °C', '-57 to -115 °F', '-57 to -115 °F']"
7340,"['214 to 216 °F (NTP, 1992)', '101-102 °C']"
33133,['46 °C']
16238,['14.5 °C']
3657,"['291 to 295 °F (decomposes) (NTP, 1992)', '133-136', '141 °C', 'MP: 133-136 °C. Somewhat hygroscopic', '142 - 146 °C']"
7252,['64 °C']
6363,"['-150 °F (NTP, 1992)', '-95.119 °C', '-95.2 °C', '-150 °F', '-150 °F']"
8255,"['-220.5 °F (NTP, 1992)', '-140.7 °C', '-140.3 °C']"
24738,['167 °C']
9237,['158 °C']
1060,"['13.8 °C', '13.8 °C']"
27661,['88 - 91 °C']
7048,"['10.5 °C', '10.5 °C']"
14828,['1194 °C']
4762,"['139 °C', '139 °C']"
6888,"['122 °F (NTP, 1992)']"
32184,"['32 to 41 °F for technical grade (EPA, 1998)', '5 °C']"
8581,"['356 °F (decomposes) (NTP, 1992)']"
7622,"['-94 °F (NTP, 1992)', '-70 °C', '-70 °C']"
24261,"['3110 °F (NIOSH, 2023)', '3110 °F', '1710 °C', '1716 - 1736 °C', '1710 °C', '1713 °C', '3110 °F']"
4747,"['116-117 °C', '116 - 117 °C']"
10111431,"['54, Decomposes at 314']"
8895,"['239 °F (USCG, 1999)']"
135398748,"['275-277 °C', '275-277 °C ... /also reported as/ 272-275 °C', '275 - 277 °C']"
9395,['300 °C']
6213,['109 °C']
299,"['662 °F (decomposes) (NTP, 1992)', '350 °C (decomp)', '662 °F (Sublimes)']"
7731,"['-32 °C', '-32 °C']"
135398513,"['255 °C', '256.5-257 °C', 'MP: Decomposes', '256.5 - 257 °C']"
7967,"['3 °F (NTP, 1992)', '-31 °C', '-31 °C', '-31 °C', '-32.1 °C', '-49 °F', '-49 °F']"
10848,"['-29 °F (EPA, 1998)', '-34 °C', 'Crystals, from acetone; MP: 141 °C /Hydrochloride/', '-34 °C']"
8002,"['-170 °F (USCG, 1999)', '-112 °C', 'Heat fusion at melting point = 6.6944X10+6 J/kmol']"
6931,['76 °C']
11915,"['66 °C', '66 °C']"
3715,"['311 or 323.6 °F (NTP, 1992)', '151', 'One form of polymorphic crystals melts at about 155 °C, the other at about 162 °C', 'MP: 160 °C', '158 °C']"
5328940,['131 - 134 °C']
5284466,['38']
527,"['-114 °F (NTP, 1992)', '-80 °C', '-80 °C', '-81 °C', '-114 °F']"
7766,"['-45 °F (NTP, 1992)', '-43 °C', '-43 °C']"
8909,"['-144 °F (NTP, 1992)', '-95.2 °C', '-95 °C']"
3005573,"['108-110 °C', '108 - 110 °C']"
18752,"['144.2 °C', 'MP: 143-144 °C (decomposes)']"
6989,"['51.5 °C', '49.6 °C', '51.5 °C']"
6360,"['-427.5 °F (USCG, 1999)', '-138.3 °C', '-160 °C', '-216.9 °F', '-255 °F']"
5993,"['223-225 °F (cis); 219-221 °F (trans) (NTP, 1992)', 'Melting point: 106-107 °C cis-isomer; 104-105 °C trans-isomer', '217-228 °F', '217-228 °F']"
6228,"['-78 °F (NTP, 1992)', '-60.4 °C', '-60.3 °C', '-60.4 °C', '-61 °C', '-78 °F', '-78 °F']"
34633,"['156-157 °C', '156 - 157 °C']"
7592,"['187 °F (NTP, 1992)', '86 °C', 'GIVES VIOLET COLOR WITH FERRIC CHLORIDE; MELTING POINT: 85 °C /KETO FORM/']"
86355,['170 °C']
10666,['201.5 °C']
3325,"['163.5 °C', '163-164 °C', '163.5 °C']"
443939,"['399 to 401 °F (Decomposes) (NTP, 1992)']"
8028,"['-163.3 °F (NTP, 1992)', '-108.44 °C', '-108.3 °C', '-108.5 °C', '-163.3 °F', '-163 °F']"
40818,"['-8 °F (NIOSH, 2023)', '-22.3 °C', 'In the presence of more than slight traces of free acid, ethylene glycol dinitrate is unstable with a melting point of -21 °C.', '-22 °C', '-8 °F', '-8 °F']"
5369459,['57 - 59 °C']
342,"['52.7 °F (NTP, 1992)', '11.8 °C', '12.2 °C', '11.8 °C', '11-12 °C', '54 °F']"
73673,['105.5 °C']
6786,"['-72 °F (NTP, 1992)', '-58 °C', '-72 °F']"
6354,"['-170.5 °F (EPA, 1998)', '-111.7 °C', '-111 °C', '-171 °F', '-171 °F']"
7303,['36.4 °C']
8275,"['109 °C', '108-110 °C']"
6720,"['295 °F (NTP, 1992)', '144 °C', 'Pale yellow crystals. 99% pure. MP: 142-145 °C /Technical grade/', '146 °C', '295 °F']"
8063,"['-132.7 °F (NTP, 1992)', '-91.5 °C', '-91.5 °C', '-92 °C', '-91 °C', '-132.7 °F', '-133 °F']"
7220,"['208 to 212 °F (NTP, 1992)', '100 °C', '98.5 °C']"
5543,"['34 °C', 'MP: 29-30 °C', '29-30 °C']"
7547,"['482 to 493 °F (NTP, 1992)', '491.2- 493', '254.4 °C', 'MP: 255.2-256 °C']"
1135,"['316 °C', '320 °C']"
643460,"['274.1 °F (NTP, 1992)', 'Between 133 °C and 135 °C, after vacuum drying for four hours in a sulphuric acid desiccator', '134.5 °C', '134.5 °C', '134.5 °C']"
735755,['126 - 128 °C']
5560,['270 dec °C']
12173,['117 °C']
5355,"['178 dec °C', '178 °C']"
638186,"['-58 °F (NTP, 1992)', '-49.8 °C', '-57 to -115 °F']"
9053,['180-182']
7095,"['156 to 160 °F (NTP, 1992)', '69 °C', '71 °C', '70 °C', '156 °F', '156 °F']"
28531,"['greater than 572 °F (decomposes with color change at approximately 500 °F) (NTP, 1992)']"
4,"['34.5 °F (NTP, 1992)', '1.74 °C', '24.00 to 26.00 °C. @ 760.00 mm Hg', '1 °C', '34.5 °F']"
7758,"['-100 °F (USCG, 1999)', '-98.9 °C', '-99 °C', '-100 °F', '-100 °F']"
8050,"['-18 °C', '-18 °C']"
7799,['-43.1 °C']
51039,"['327 °C', '327 °C']"
1986,"['496 to 498 °F (effervescence) (NTP, 1992)', '260.5 °C', '258-259 °C (EFFERVESCENCE)', '260.5 °C']"
4748,"['97 °C', '97 °C', 'Crystals from alcohol, MP: 225-226 °C /Dihydrochloride/', '97 °C']"
86287517,['239 °C (decomposes)']
5388962,"['143-144.5', '143 - 144.5 °C']"
12264,['-78.1 °C']
8033,"['-40 °F (NTP, 1992)', '-40 °C', 'MP: -29 °C', '-40 °C']"
13165,"['-76 °F (USCG, 1999)', '-60.2 °C']"
3964,"['109-111 °C', '109-110 °C', '109 - 110 °C']"
5325,"['236 °C', '236 °C']"
2331,"['270 to 271 °F (NTP, 1992)', '130 °C', '129.1 °C']"
91776,['77.3-79.1 °C']
10932,['193.0 °C']
4148882,"['1166 °F (NTP, 1992)']"
3763,['48-48.5']
135398742,['170-172']
5479529,"['218-225 °C', '218 - 225 °C']"
24874,"['-155 °F (NTP, 1992)', '-104 °C', '-104 °C', '-104 °C']"
8297,['65.5-66.7 °C']
2482,"['136 °F (NTP, 1992)', '58 ºC', '58 °C']"
23681179,['ofp-hydroxybenzoic acid derived from the sample is 213 °C to 217 °C']
2365,"['-27 °F (EPA, 1998)', '-33.4ºC', '-33.4 °C', '-33.4 °C', '-28 °F', '-28 °F']"
7347,['109.5 °C']
7455,"['91 °F (NTP, 1992)', '33.2 °C']"
8005,"['-189.6 °F (NTP, 1992)', '-123.1 °C', '-123 °C']"
6491,['178 °C']
7366,['-57.8 °C']
31404,"['156 to 160 °F (NTP, 1992)', '70 °C', '71 °C', '70 °C', '158 °F', '158 °F']"
9161,"['200.3 to 202.1 °F (NTP, 1992)', '89.4 °C']"
1923,"['169 °F (NTP, 1992)', '76', '73-75 °C']"
7870,"['-58 °F (USCG, 1999)', 'Freezing point = -50 °C (glass or vitreous condition)', 'Heat of fusion at melting point = 1.48X10+7 J/kmol', '-50 °C', '-58 °F (sets to glass)', '-58 °F (Sets to glass)']"
3735,"['MELTS WITH DECOMP BETWEEN 152 DEG & 158 °C', 'CRYSTALS; SPECIFIC OPTICAL ROTATION (ETHANOL, 2%): -5.2 +/- 0.1 DEG @ 20 °C/D; MP: 162-163 °C /L-ISOMER/', 'CRYSTALS; SPECIFIC OPTICAL ROTATION (ETHANOL, 2%): +5.1 +/- 0.1 DEG @ 20 °C/D; MP: 162 °C /D-ISOMER/']"
33528,['15 °C at 101.325 kPa']
13728,"['134.5 TO 135.5 °C', 'MP: 128-135 °C (TECHNICAL PRODUCT 95% PURE)', '135 °C']"
6919,['133.5 °C']
8758,"['475 °F (decomposes) (NTP, 1992)', '242 °C dec']"
12512,"['-137 °F (NTP, 1992)', '-94 °C', '-94 °C', '-137 °F']"
8689,"['208 °F (NTP, 1992)', '98 °C']"
153974,['101-102 °C']
11442,['~4 °C']
2723789,"['356 to 363 °F (EPA, 1998)', '183 °C']"
10372,['21 °C']
5646,['204 °C']
6134,"['433 °F (NTP, 1992)', 'Decomposes at 203.5 °C', 'White powder; MP: 222.8 °C; very soluble in water; slightly soluble in ethanol; insoluble in ethyl ether, chloroform /alpha-Lactose/']"
7839,"['49.9 °F (NTP, 1992)', '9.8 °C', '10 °C', '50 °F', '50 °F']"
795,"['90.5 °C', '89.52 °C', '90.5 °C', '89 °C']"
10703,"['-71.5 °C', 'MP: also reported as -75.24 °C and -81.53 °C for two unstable solid forms', '-71.54 °C']"
86412,['132.9 °C']
3639,"['523 to 527 °F (NTP, 1992)', '266-268', '273-275 °C', '274 °C']"
8400,"['279 °F (NTP, 1992)', '134-138', 'MP:133-4 °C /D & L FORMS/', '137 °C', '137 °C']"
221493,"['198 °C', '198 °C (anhydrous)', 'Crystals from alcohol + water. MP: 155-156 °C /Cholic acid methyl ester/', 'Crystals from ethyl acetate + petroleum ether. MP: 162-163 °C /Cholic acid ethyl ester/', '197 - 201 °C']"
8404,"['-23.1 °F (USCG, 1999)', '-35.8 °C', '-35.8 °C']"
7207,"['100 °C; (technical 95-100 °C)', 'MP: 99-100 °C /Technical, about 90% pure/']"
3342,['168-171']
7504,"['-51 °F (USCG, 1999)', '10 °C', '10 °C', '10 °C']"
8405,"['26.47 °C', '25.5 - 26 °C']"
8914,"['23 °F (USCG, 1999)', '-5 °C', '-5 °C']"
10686,"['-25.4 °C', '-25 °C', '-77 - (-)14 °F', '-14 °F']"
2723,"['112-116 degrees Celsius', '115.5 °C']"
7087,"['376 to 385 °F (NTP, 1992)']"
6429,"['-137 °F (USCG, 1999)', '-92.53 °C', '-94 °C', '-137 °F', '-137 °F']"
8794,"['-10.8 °F (EPA, 1998)', '-23.8 °C', '-23.8 °C']"
9576412,['101.1 to 102.4 °C']
8188,"['-69.1 °C', '-69 °C']"
3397,"['111.5-112.5', '111 - 113 °C']"
2247,"['149.1 °C', '172.9 °C', '149.1 °C']"
31296,"['-8 °F (NTP, 1992)', '-20 °C']"
34007,['MP: decomposes at 265 °C /Vanadyl sulfate dihydrate/']
2375,"['191-193 °C', '191-193 °C', '191 - 193 °C']"
8302,['-156.5 °C']
16990,['90.5 °C']
9015,"['126.5 °F (NTP, 1992)', '54 °C', '53 °C', '57 °C', '126.5 °F', '135 °F']"
493570,"['280 dec °C', '280 °C (decomposes)', 'MP: Decomposes at 278-282 °C (darkens at about 240 °C)', '290 °C']"
8062,"['135 to 136 °F (NTP, 1992)', '54.5 °C', '54 °C', '134 °F']"
5281613,['277-278']
13428,"['149 to 153 °F (NTP, 1992)']"
4690,['123-124 °C']
14940,['1840 °C']
9076,"['36 to 39 °F (NTP, 1992)', '2.4 °C']"
30773,"['167.5-169 °C', '168 °C']"
62750,"['522 °F (NIOSH, 2023)', '342.3 °C', 'MP: 272.3 °C', '272 °C', '522 °F', '522 °F']"
2351,['128']
7002,"['-8 °F (NTP, 1992)', '-30.43 °C', 'Melting point: -22 °C', '-22 °C', '-22 °C', '-8 °F']"
12898,['93 °C']
16562,"['325 to 328 °F (NTP, 1992)', '163-164.5 °C', 'MP: ABOUT 155 °C; NONCORROSIVE /TECHNICAL PRODUCT/']"
6492,"['92.5 °F (NTP, 1992)', '32.9 °C', '32-34 °C', '92.5 °F', '90 °F']"
7813,"['112.1 °F (USCG, 1999)', '43.6 °C', '44-45 °C', '112 °F', '111 °F']"
1088,"['406 °F (Decomposes) (NTP, 1992)', '208 °C']"
8698,['-22 °C']
7859,"['-54 °F (NTP, 1992)', '-48 to -52 °C', '-48 - -52 °C', '-62 °F', '-62 °F']"
6211,['248 °C']
15787,"['158 to 160 °F (NTP, 1992)', '70-71 °C', '70 °C', '70-71 °C']"
13709,"['102 to 104 °F (EPA, 1998)', '39 °C', '39 °C', '102-104 °F']"
65492,['Decomposes at about 300 °C without melting']
51,"['114 °C (237 °F)', '115.5 °C']"
16362,"['214-218 °C', '214 - 218 °C']"
444,['233-234 °C']
19402,"['284 °F (EPA, 1998)', '140 °C', '143 °C']"
8194,['44.5 °C']
14786,"['About 1935 °C', '1935 °C']"
6041,"['140-145 °C', '169-172 °C']"
26447,['-6 °C']
204,"['239 °C /Racemic form/', 'MP: 230 °C (decomposes)', '239 °C']"
19460,['-70 °C']
8540,"['225 °F (USCG, 1999)', '106.5-107.5 °C']"
14227,['-34.6 °C']
4632,"['151 °F (NTP, 1992)', '65.5 °C', '65.5 °C', '65.5 °C']"
7103,['164-165 °C']
4873,"['1418 °F (NTP, 1992)', '770 °C', '771 °C', '770-773 °C']"
8146,"['-108 °F (NTP, 1992)', 'Freezing point = -54.0 °C', '-76 °C', '-108 °F']"
11920,['127 - 128 °C']
7044,"['-44 °F (USCG, 1999)', '-43 °C', '-40 °C']"
345512,"['347 to 349 °F (NTP, 1992)', '175-176 °C']"
2537,"['345 °F (NIOSH, 2023)', '174-179 °C', '180 °C', '345 °F']"
5280343,"['601 to 603 °F (NTP, 1992)', '316.5 °C', '316.5 °C', '316 - 318 °C']"
5326161,['-140.2 °C']
16116,"['135 °C', 'CRYSTALS; MELTING POINT: 157-159 °C /TRANS-SIDURON/']"
4107,"['92', '92-94 °C', '93 °C']"
7834,"['-76 °F (NTP, 1992)', '-150 °C', '-150 °C']"
1983,"['336 to 342 °F (NTP, 1992)', '168-172', '168 °C', 'MP: 169-170.5 °C', '170 °C', '169-170 °C']"
5497163,"['-4 °C', '-32 °C']"
6125184,['135.5 °C; decomp at 155 °C']
61247,"['-80 °C', '-112 °F']"
1269845,"['NO DEFINITE MP, ABOUT 340 °C WITH DECOMP']"
53518,['91.7-92.1 °C']
2155,"['194 °F (NTP, 1992)']"
12810,['-27.00 °C. @ 760.00 mm Hg']
38103,"['140 °C', '140 °C']"
15560,"['385 °F (NTP, 1992)']"
6093,['260-262 °C']
48132,['138-148 °C']
10430,"['-29.3 °C', '-29.3 °C', '-29.3 °C']"
68704,['119-121']
125,['124.5 °C']
16051995,"['397 °F decomposes (EPA, 1998)']"
39681,['50 - 54.5 °C']
4160,"['161-166 °C', '323.6-334.4 °F']"
2187,"['81-82 °C', '130.14 °C']"
31256,"['-45 °F (USCG, 1999)', '-44 °C', '-44 °C', '-47 °C', '-47 °F', '-47 °F']"
7237,"['-13 to -9 °F (NTP, 1992)', '-25.16 °C', '-25 °C', '-13 °F']"
2719,"['87-89.5', '87 °C', '289 °C']"
949,"['36.4 °F (NTP, 1992)', '2.1 °C', '2.5 °C', '2.5 °C', '36 °F', '36 °F']"
7657,"['38.3 °F (NTP, 1992)', '3.6 °C', 'Heat of Fusion at melting point = 2.0209X10+7 J/kmol', '3 - 4 °C']"
14833,['1565 °C']
12150,['66 - 67 °C']
18290,['95-96 °C']
4055,"['107 °C', '105-107 °C', '107 °C']"
6547,['221 °F (105 °C)']
8254,"['-217.3 °F (NTP, 1992)', '-141.5 °C', '-141.5 °C']"
6324,"['-279.9 °F (USCG, 1999)', '-182.794 °C', '-183 °C']"
6269,"['138 °C', 'MP: 105 °C (Hydrated)', '138 °C']"
13769,"['218.5 °C', '218-219 °C', '218.5 °C']"
5353622,"['163.5 °C', '163-164 °C', '163.5 °C']"
12161,"['-37.8 °C', '-34 °C']"
8303,"['-2 °C', 'MP: 15 °C /HEXACHLOROACETONE HYDRATE/', '-2 °C']"
71384,"['191-197 °C', '193 °C', '191 - 197 °C']"
33565,['155 °C (decomposes)']
23673837,"['311 °F (USCG, 1999)']"
6049,"['237 °C', '245 °C', 'MP: 240-241 °C (decomposes). The free acid tends to carboxylate when heated to temps of 150 °C. Stable on storage and on boiling in aqueous solution.', 'MP: 242 °C /EDTA disodium dihydrate/']"
39230,['85 °C']
977,"['-361 °F (USCG, 1999)', '-218.4', '-218.4 °C', 'TRIPLE POINT TEMP: 54.4 DEG K; TRIPLE POINT PRESSURE: 0.0015 ATM; HEAT OF FUSION: 3.3 CAL/G', '-218.4 °C', '-218.4 °C', '-361 °F']"
7508,['2 °C']
5284596,"['177 °C', '178 °C', 'MP: 184 °C (Lewistein), 177-178 °C (Sankyo Co)', 'Crystals from ethanol and ether. Soluble in water, dilute acids, stong alkali; slightly soluble in alcohol; practically insoluble in ether, chloroform. MP: 200-205 °C /Naloxone hydrochloride/', '200 - 205 °C']"
8981,"['79 to 81 °F (NTP, 1992)', '120 °C']"
40896,['183-185 °C']
3488,"['169 °C', '169 - 170 °C']"
8095,"['-79.1 °F (NTP, 1992)', '-61.7 °C', '-62 °C', '-79 °F', '-79 °F']"
10010,['263 - 265 °C']
91763,['176 - 177 °C']
18827,['175 °C']
12307,"['less than -150 °F (USCG, 1999)', '-100 °C', '-148 °F']"
7346,['-53.5 °C']
8199,"['-27.4 °F (USCG, 1999)', '-28 °C', '-33.3 °C']"
7285,"['5.5 °F (NTP, 1992)', '-13.9 °C', '-14 °C', '6 °F', '6 °F']"
7367,"['23 °F (EPA, 1998)', '-5.0 °C', '-5 °C', '23 °F']"
4933,"['92 °C', '92-93 °C']"
8900,"['-131 °F (USCG, 1999)', '-90.549 °C', '-90.6 °C', '-90.7 °C', '-131 °F', '-131 °F']"
8079,"['-154 °F (NIOSH, 2023)', '-103.5 °C', '-104 °C', '-154 °F', '-154 °F']"
2160,"['196-197', '196 - 197 °C']"
8041,"['365 °F (with decomposition) (NTP, 1992)']"
6326,"['-119 °F (Sublimes) (NIOSH, 2023)', '-80.7 °C (triple point)', '-119 °F (Sublimes)']"
79,['51 °C']
31374,"['-4 °F (NTP, 1992)', '-18.59 °C', '-20 °C', '-4 °F', '-4 °F']"
31289,"['145 °F (NTP, 1992)', '-19.3 °C']"
4828,"['171 °C', '171-173 °C', '167 - 171 °C']"
54685524,['153-154']
5505,"['262 to 264 °F (NTP, 1992)', '128.5 °C', '128.5-129.5 °C', 'MP: 41-43 °C; when anhyd, mp range is 130-133 °C /Sodium salt tetrahydrate/', '128.5 °C']"
3289,"['-13 °C', '-13 °C']"
222786,['222 °C']
8048,['-20 °C']
8368,"['25.8 °C', '2.8 °C']"
7187,"['217 to 221 °F (decomposes) (NTP, 1992)', '103 - 106', '104.5 °C', '106 - 108 °C', '217 °F', '217 °F']"
8497,"['284 to 288 °F (NTP, 1992)', '140-141 °C']"
8836,['-47 °C']
7993,"['less than -94 °F (NTP, 1992)', 'FP: -70 °C']"
7841,"['-182 °F (USCG, 1999)', '-119 °C']"
7148,"['21 °C', 'CONGEALING TEMP: 17.5-21 °C', '19 - 20 °C']"
1133,"['2.3 °F (NTP, 1992)', '-16.5 °C', '-16.5 °C', '2.3 °F', '2 °F']"
24433,"['less than 32 °F (NTP, 1992)']"
6416,['-52.5 °C']
7771,"['72 to 73 °F (NTP, 1992)', '25.4-26 °C; 24.54 °C', '25.4-26 °C']"
2713,"['134 °C', '134 °C']"
6387,"['-32 °F (ICSC, 2023)', '-0.5 °C', 'Heat of fusion at melting point = 2.0782X10+7 J/kmol', '0 °C']"
8564,['145 °C']
4740,"['105 °C', '105 °C']"
7115,"['415 °F (NIOSH, 2023)', '210.1 °C', 'Crumbly, wax-like flakes at room temperature and light amber liquids above the melting point /Commercial terphenyl mixtures/', '415 °F']"
